Date,Sales
2015-07-19,267.63946188340805
2015-07-20,6582.35067264574
2015-07-21,5700.880717488789
2015-07-22,5480.168609865471
2015-07-23,5997.370403587444
2015-07-24,5920.470852017937
2015-07-25,5400.59730941704
2015-07-26,256.3811659192825
2015-07-27,9602.952466367713
2015-07-28,8174.953363228699
2015-07-29,7623.284304932736
2015-07-30,7891.348878923767
2015-07-31,9067.033183856502
